"player_id","team","player","position","pos_purity","minutes","passes_p90","passes_completed_p90","long_passes_p90","key_passes_p90","assists_p90","carries_p90","shots_p90","goals_p90","xg_p90","dribbles_p90","dribbles_completed_p90","pressures_p90","ball_recoveries_p90","interceptions_p90","clearances_p90","blocks_p90","duels_p90","tackles_p90","fouls_p90","dispossessed_p90","miscontrols_p90","ball_receipts_p90","pass_completion_pct","dribble_success_pct","avg_pass_length","mean_x","mean_y","sd_x","sd_y","f3_share","d3_share","position_group","purity6"
3677,"Lille","Bakary Adama Soumaoro","Left Center Back",0.723,2435.5,36.215,30.93,5.137,0.037,0,22.911,0.48,0.037,0.046,0.259,0.185,7.169,4.471,1.183,4.841,2.291,2.402,1.256,1.109,0.222,0.48,24.353,0.854,0.714,19.47,40.34,34.15,23.34,21.86,0.067,0.564,"CB",0.863
36770,"Atalanta","Mauricio Ricardo Pinilla Ferreira","Center Forward",0.978,1439.5,21.945,14.505,2.501,0.938,0.125,19.444,2.688,0.313,0.269,1.313,0.5,16.255,3.001,0.313,1.375,1,7.002,1.188,3.001,1.313,3.001,54.206,0.661,0.381,16.6,76.61,37.77,22.97,20.44,0.426,0.055,"FW",1
3679,"Montpellier","Souleymane Camara","Right Wing",0.377,2053,26.083,18.192,2.762,0.614,0.263,23.234,2.06,0.307,0.298,1.271,0.482,15.036,3.332,0.482,0.789,0.745,4.428,1.096,1.184,1.534,2.718,51.728,0.697,0.379,16.39,76.91,48.85,22.82,20.64,0.448,0.066,"AM_W",0.534
3682,"Montpellier","Paul Lasne","Right Defensive Midfield",0.456,536.6,45.621,38.241,7.212,0.168,0,40.757,0.503,0,0.035,1.174,0.671,19.624,3.69,1.51,0.335,2.18,3.354,1.677,1.845,1.51,2.013,50.485,0.838,0.571,17.64,65.8,54.08,20.77,17.51,0.229,0.111,"DM_CM",0.777
3683,"Everton","Tom Cleverley","Left Wing",0.356,1714.9,51.116,40.305,9.551,0.945,0.21,39.151,1.26,0.105,0.076,1.207,0.735,22.882,5.143,0.84,1.102,1.574,4.408,2.886,0.735,0.63,0.735,47.233,0.789,0.609,19.98,66.44,35.94,25.48,24.3,0.344,0.166,"AM_W",0.564
3684,"West Ham United","Cheikhou Kouyaté","Right Center Midfield",0.336,3179.2,35.528,28.252,4.02,0.396,0.057,28.082,1.302,0.142,0.154,1.274,0.906,15.343,5.69,1.331,2.689,2.208,4.529,2.604,1.132,0.934,1.161,31.706,0.795,0.711,17.16,58.29,41.61,24.84,21.38,0.189,0.227,"DM_CM",0.943
3693,"Crystal Palace","Damien Delaney","Left Center Back",1,3016.9,31.98,23.418,11.426,0.149,0.089,19.6,0.626,0.06,0.074,0.119,0.119,7.1,2.715,1.134,6.533,2.118,3.64,1.223,0.686,0.179,0.179,22.046,0.732,1,28.46,36.63,26.04,21.88,13.35,0.048,0.628,"CB",1
36983,"Watford","Juan Carlos Paredes Reasco","Right Back",0.771,824.3,41.491,27.952,8.189,0.328,0,28.934,0.546,0,0.014,1.529,0.764,15.832,5.896,0.873,2.73,2.075,2.511,1.529,1.092,1.638,1.092,29.917,0.674,0.5,20.64,61.84,69.09,28.99,10.26,0.309,0.25,"FB",0.771
3708,"Manchester City","Kelechi Promise Iheanacho","Right Center Forward",0.661,841.3,37.334,28.669,1.926,1.284,0.107,35.943,3.102,0.856,0.54,1.819,1.605,17.33,4.921,0.428,0.642,1.07,6.525,1.712,2.139,3.209,4.6,61.937,0.768,0.882,14.18,79.55,44.03,20.76,20.18,0.529,0.048,"FW",0.774
3721,"Watford","Etienne Capoue","Right Center Midfield",0.35,2933.7,48.931,38.194,8.743,0.675,0.031,39.636,1.074,0,0.085,2.853,1.657,19.296,7.056,1.871,1.718,1.902,3.804,2.914,1.963,1.718,1.35,43.716,0.781,0.581,19.75,61.07,40.18,23.7,23.06,0.212,0.196,"DM_CM",0.843
3722,"Newcastle United","Steven Taylor","Right Center Back",1,846.4,33.602,29.03,7.231,0.106,0,26.159,0.106,0,0.007,0.213,0.106,3.296,2.765,1.17,5.849,2.339,1.17,0.319,0.319,0,0.213,27.329,0.864,0.5,22.43,38.81,56.89,18.6,10.98,0.03,0.563,"CB",1
3725,"Watford","José Holebas","Left Back",1,984.9,48.523,35.273,8.864,0.64,0,35.273,1.188,0,0.051,3.198,1.553,10.874,6.214,1.645,3.838,1.645,3.381,2.376,1.005,1.371,1.188,34.085,0.727,0.486,19.37,55.86,11.73,27.68,10.9,0.213,0.304,"FB",1
3726,"Everton","Gerard Deulofeu Lázaro","Right Wing",0.948,1447,42.98,26.622,10.014,1.742,0.56,45.655,0.746,0.124,0.097,4.105,2.239,12.689,5.536,0.871,0.187,1.12,1.617,0.871,0.249,3.172,2.737,49.2,0.619,0.545,20.69,79.33,63.99,24.06,17.71,0.543,0.078,"AM_W",0.995
3742,"Udinese","Orestis Karnezis","Goalkeeper",1,3568.3,27.618,14.982,21.363,0,0,8.576,0,0,0,0,0,0.151,4.49,0,0.025,0.025,0,0,0,0,0,6.381,0.542,0,51.45,8.15,40.65,6.37,7.62,0,0.994,"GK",1
3745,"Paris Saint-Germain","Lucas Rodrigues Moura da Silva","Right Wing",0.516,2311.1,50.119,40.578,5.802,1.986,0.117,49.691,2.414,0.35,0.355,3.894,2.298,10.982,5.218,0.896,0.078,0.935,3.076,1.752,1.168,3.31,3.271,63.827,0.81,0.59,16.6,73.8,42.85,20.84,24.33,0.377,0.062,"AM_W",0.998
3753,"Rennes","Pedro Filipe Teodósio Mendes","Right Center Back",0.815,1929.5,43.938,36.195,10.075,0.233,0,33.863,0.42,0,0.019,0.98,0.7,11.521,4.758,1.493,4.664,2.286,3.265,1.912,1.353,0.187,0.653,34.796,0.824,0.714,23.53,41.6,54.59,22.6,16.29,0.075,0.548,"CB",0.821
3767,"Montpellier","Ellyes Joris Skhiri","Center Defensive Midfield",0.628,845.3,40.993,34.711,6.601,0.426,0,28.748,0.532,0.213,0.043,0.852,0.426,21.402,3.727,1.917,2.662,3.088,3.194,1.81,1.81,0.532,0.426,30.984,0.847,0.5,20.16,52.49,41.8,21.65,19.43,0.101,0.261,"DM_CM",0.748
3769,"Lorient","Wesley Lautoa","Left Center Back",0.983,1045.1,44.61,36.687,8.009,0.086,0,31.347,0.431,0,0.026,0.431,0.344,10.334,5.942,1.808,6.028,2.067,3.703,1.636,0.861,0.603,0.431,31.261,0.822,0.8,21.69,39.94,27.35,18.92,13.09,0.031,0.542,"CB",1
3779,"Bordeaux","Cédric Yambéré","Left Center Back",0.463,2358.7,40.98,34.112,8.242,0.076,0,29.343,0.801,0.114,0.074,0.305,0.229,11.256,3.778,1.488,5.838,1.45,3.625,1.946,1.488,0.382,0.382,32.243,0.832,0.75,21.71,45.42,37.98,20.44,18.23,0.047,0.388,"CB",0.745
3810,"Leicester City","Shinji Okazaki","Right Center Forward",0.719,2116.1,22.158,16.544,0.68,0.723,0,20.457,1.871,0.213,0.303,1.914,0.978,21.903,3.658,0.468,0.723,1.829,9.272,1.574,1.361,2.892,3.062,45.932,0.747,0.511,11.67,74.75,41.61,24.9,22.53,0.443,0.098,"FW",0.905
3812,"Leicester City","Christian Fuchs","Left Back",0.99,2845.1,52.669,35.682,16.006,1.36,0.127,24.642,0.601,0,0.032,0.538,0.348,15.722,4.049,2.309,4.808,3.638,4.555,3.195,1.202,0.348,0.506,27.489,0.677,0.647,23.69,53.54,13.1,29.56,13.79,0.208,0.351,"FB",0.99
3813,"Leicester City","Wes Morgan","Right Center Back",0.728,3594,21.26,16.227,4.482,0.075,0,12.521,0.526,0.05,0.074,0.275,0.225,6.836,2.404,1.152,6.11,2.179,3.105,1.327,0.801,0.225,0.25,13.047,0.763,0.818,22.15,42.15,46.41,23.89,17.91,0.066,0.489,"CB",1
3814,"Leicester City","Riyad Mahrez","Right Midfield",0.839,3107.4,34.003,23.634,5.764,1.622,0.29,37.131,2.52,0.492,0.352,6.314,3.563,17.002,6.053,0.956,0.724,2.462,3.823,1.506,0.84,3.128,2.694,45.646,0.695,0.564,18.39,73.5,58.5,25.93,19.27,0.452,0.125,"AM_W",0.981
3815,"Leicester City","Kasper Schmeichel","Goalkeeper",1,3594,30.551,11.945,28.222,0.15,0,12.12,0,0,0,0.025,0.025,0.15,5.334,0,0.2,0.025,0,0,0,0,0,10.342,0.391,1,63.4,10.77,41.45,9.06,8.79,0,0.986,"GK",1
38237,"Atalanta","Gabriel Alejandro Paletta","Left Center Back",0.855,2201,32.998,25.229,10.427,0.123,0,19.954,0.368,0.041,0.016,0.204,0.123,11.326,3.803,0.818,4.661,1.799,3.435,2.085,1.513,0.164,0.082,21.713,0.765,0.6,26.4,38.53,32.87,20.07,15.14,0.035,0.574,"CB",1
3828,"Southampton","Steven Davis","Center Attacking Midfield",0.359,2698.2,54.503,43.363,10.741,1.534,0.067,40.994,0.667,0.167,0.069,1.201,0.767,18.512,6.071,0.7,1.368,1.935,3.936,2.135,0.734,1.468,1.134,51.168,0.796,0.639,20.22,68.5,40.62,24.46,23.16,0.34,0.139,"AM_W",0.731
3831,"Southampton","Dušan Tadić","Left Wing",0.61,2348.2,42.313,27.289,8.125,2.53,0.422,37.906,2.146,0.268,0.26,2.3,1.456,14.718,5.213,0.537,0.498,1.878,2.568,1.38,1.188,2.338,1.993,50.094,0.645,0.633,19.11,81.39,33.83,23.73,26.66,0.587,0.065,"AM_W",0.98
38312,"Genoa","Eugenio Lamanna","Goalkeeper",1,1218.4,26.224,17.064,17.064,0.074,0,9.012,0,0,0,0,0,0.148,4.063,0,0,0.148,0,0,0,0,0,7.609,0.651,0,42.2,7.94,41.03,6.02,7.92,0,0.991,"GK",1
38389,"Palermo","Alberto Gilardino","Center Forward",0.686,2433.9,19.931,14.865,0.777,0.74,0.037,16.455,1.812,0.37,0.3,0.887,0.333,10.723,3.032,0.037,0.629,1.146,5.99,0.148,1.775,2.293,3.809,53.987,0.746,0.375,11.71,80.78,40.18,21.86,19.78,0.499,0.029,"FW",0.998
38412,"Liverpool","Kolo Habib Touré","Right Center Back",0.659,894,46.009,38.66,8.356,0.101,0,33.727,0.403,0.101,0.029,0.503,0.403,7.953,3.926,2.416,6.745,1.409,4.228,2.114,0.302,0,0.201,33.727,0.84,0.8,21.98,41.17,44.18,18.23,19.41,0.02,0.471,"CB",0.983
3842,"Southampton","Shane Long","Center Forward",0.524,2215.9,26.36,16.978,2.315,1.218,0.162,20.227,2.559,0.406,0.324,1.178,0.487,14.581,2.965,0.609,0.731,1.381,6.742,0.975,1.706,1.625,3.29,51.542,0.644,0.414,14.74,81.39,38.74,22.45,22.01,0.56,0.049,"FW",0.737
3843,"West Ham United","Angelo Obinze Ogbonna","Left Center Back",0.991,2448.7,35.064,27.897,7.976,0.074,0,24.038,0.221,0,0.019,0.331,0.221,8.748,3.565,1.691,6.322,1.617,3.161,1.764,0.845,0.294,0.221,23.78,0.796,0.667,22.87,39.5,24.23,19.88,12.79,0.026,0.506,"CB",0.991
386509,"Frosinone","Adriano Russo","Right Center Back",0.915,916.3,22.493,17.189,6.581,0.491,0,13.162,0.098,0.098,0.012,0,0,14.537,1.473,0.393,7.858,3.143,4.322,2.947,0.884,0.295,0.295,14.537,0.764,0,23.47,33.64,53.03,19.39,13.1,0.029,0.696,"CB",1
386512,"Frosinone","Alessandro Frara","Left Center Midfield",0.581,1212.8,33.319,22.188,6.604,0.519,0,22.856,0.89,0.148,0.078,0.742,0.445,18.552,5.788,0.519,1.855,3.414,3.043,1.484,1.113,0.668,1.262,30.499,0.666,0.6,20.64,59.19,28.88,28.11,21.2,0.246,0.264,"DM_CM",0.85
386607,"Atalanta","Gianpaolo Bellini","Right Back",0.662,987.2,46.133,37.289,5.835,0.091,0,26.075,0.547,0.091,0.081,0.456,0.365,13.949,3.92,1.459,3.829,2.735,3.009,2.279,2.006,0.365,0.547,29.175,0.808,0.8,18.45,55.7,50.05,26.18,28.36,0.175,0.265,"FB",0.993
386641,"Lazio","Stefano Mauri","Center Attacking Midfield",0.414,532.8,34.294,24.664,5.406,0.676,0.169,27.705,1.014,0.169,0.071,0.845,0.338,14.022,2.703,0.338,0.507,1.52,3.885,0.845,1.183,0.845,1.689,48.991,0.719,0.4,17.93,73.45,40.92,22.16,21.07,0.371,0.054,"AM_W",0.85
386650,"Hellas Verona","Michelangelo Albertazzi","Left Back",0.909,720.2,41.741,29.619,8.998,0.375,0,23.745,0,0,0,0.5,0.375,15.997,6.124,1.5,2.375,2.499,3.999,2.999,2,0.375,0.375,22.37,0.71,0.75,21.9,50.49,11.99,27.54,10.51,0.136,0.382,"FB",1
386651,"Hellas Verona","Juan Ignacio Gómez Taleb","Left Wing",0.345,1934.6,30.332,20.795,1.675,1.023,0,22.098,1.675,0.047,0.126,1.396,0.93,16.701,3.954,0.326,0.698,1.721,6.234,1.117,1.675,0.977,1.721,52.43,0.686,0.667,14.13,75.25,32.78,25.29,22.11,0.462,0.092,"AM_W",0.588
386657,"Chievo","Giampiero Pinzi","Center Defensive Midfield",0.346,1035.4,42.418,35.029,7.214,0.435,0,30.162,0.261,0,0.011,0.522,0.174,28.423,4.346,0.782,1.912,3.129,5.041,3.738,2.955,0.608,0.782,37.289,0.826,0.333,19.22,55.62,42.13,22.21,20.49,0.13,0.249,"DM_CM",0.999
387300,"Carpi","Cristian Zaccardo","Right Back",0.515,2515.3,34.207,24.51,6.727,0.286,0,18.606,0.644,0.036,0.05,0.573,0.322,12.917,3.936,1.36,4.186,2.433,3.757,2.397,1.002,0.25,0.25,20.61,0.717,0.563,20.78,49.61,61.45,27.82,15.03,0.152,0.407,"FB",0.515
3874,"West Ham United","Mark Noble","Left Center Midfield",0.302,3346.8,52.25,44.694,9.896,1.156,0.108,39.719,0.914,0.188,0.108,1.076,0.753,16.216,6.562,1.237,0.699,1.829,3.388,2.501,1.264,1.21,0.753,44.989,0.855,0.7,20.38,60.65,42.56,22.58,22.09,0.191,0.185,"DM_CM",0.981
387417,"Sampdoria","Mattia Cassani","Right Back",0.424,2156.7,47.156,37.308,9.264,0.292,0.042,32.425,0.125,0,0.011,0.668,0.417,9.723,3.589,1.461,3.464,1.586,1.878,1.252,1.586,0.167,0.376,34.512,0.791,0.625,21.5,51.01,53.99,25.05,24.67,0.145,0.349,"FB",0.529
387472,"Carpi","Lorenzo Pasciuti","Right Midfield",0.641,1624.7,46.754,28.307,13.516,1.385,0.166,30.911,0.332,0.111,0.028,1.274,0.776,18.779,6.426,1.163,1.163,2.382,3.767,1.551,1.773,0.776,0.831,39.94,0.605,0.609,22.82,66.84,56.23,29.14,23.14,0.351,0.196,"AM_W",0.765
387474,"Carpi","Igor Bubnjić","Left Center Back",0.509,755.7,28.344,22.151,9.051,0.119,0,17.507,1.072,0,0.101,0.119,0.119,9.527,3.692,0.953,5.478,1.429,2.977,1.667,1.191,0,0.119,19.888,0.782,1,26.48,41,37.71,23.46,19.6,0.064,0.517,"CB",1
387476,"Carpi","Raphael Martinho Alves de Lima","Left Center Midfield",0.672,691.6,30.322,20.301,6.767,0.521,0,24.466,1.301,0,0.08,2.603,1.171,23.294,4.425,0.781,0.781,1.822,2.993,2.212,1.692,1.431,2.212,33.705,0.67,0.45,20.76,65.14,22.04,26.76,18.52,0.316,0.202,"DM_CM",0.672
387847,"Frosinone","Leonardo Blanchard","Left Center Back",0.995,2555.8,32.256,22.361,12.959,0.176,0,17.924,0.739,0.106,0.066,0.282,0.246,8.134,3.275,1.092,6.655,3.064,2.782,1.127,1.303,0.176,0.141,20.6,0.693,0.875,29.99,37.77,27.13,22.81,14.15,0.05,0.595,"CB",1
3897,"West Ham United","Pedro Mba Obiang Avomo","Center Defensive Midfield",0.416,1174.5,36.629,28.43,6.36,0.153,0.077,28.047,0.69,0,0.025,1.149,0.69,21.916,5.364,1.303,2.376,2.605,4.828,3.295,1.763,0.69,0.383,27.51,0.776,0.6,19.92,53.95,40.04,22.05,21.02,0.112,0.258,"DM_CM",0.901
3944,"Swansea City","Gylfi Þór Sigurðsson","Center Attacking Midfield",0.683,3042.6,39.815,28.663,6.863,1.686,0.089,30.645,2.633,0.325,0.222,1.597,0.858,21.978,3.579,0.799,0.592,2.1,2.573,1.213,1.124,1.42,1.597,43.838,0.72,0.537,17.51,74.25,38.64,22.76,20.34,0.421,0.075,"AM_W",0.779
3949,"Napoli","Manolo Gabbiadini","Center Forward",0.675,619.1,23.259,17.153,1.599,1.454,0.436,19.915,4.361,0.727,0.546,1.018,0.291,15.118,2.181,0,0.145,0.727,1.89,0.145,1.454,1.163,0.872,47.535,0.738,0.286,14.25,80.07,42.28,20,16.88,0.521,0.015,"FW",0.853
3951,"Juventus","Mario Lemina","Center Defensive Midfield",0.754,758.4,54.824,48.534,11.392,0.593,0,46.28,0.593,0.237,0.041,1.187,1.068,21.478,5.459,1.068,1.543,2.136,3.323,2.729,2.373,1.068,0.593,46.636,0.885,0.9,21,54.62,40.63,18.85,16.74,0.091,0.208,"DM_CM",1
3953,"Everton","Aaron Lennon","Right Wing",0.637,1617.9,28.703,22.362,2.336,1.168,0,28.759,1.001,0.278,0.109,2.169,1.057,18.19,3.504,0.779,0.668,1.78,2.614,1.669,0.89,1.001,1.279,35.156,0.779,0.487,16.23,72.79,52.55,26.07,22.67,0.446,0.124,"AM_W",0.971
3955,"AS Monaco","Tiemoué Bakayoko","Left Defensive Midfield",0.76,1425.8,47.973,40.461,5.176,0.379,0,37.747,1.01,0.063,0.049,1.767,1.01,27.332,6.249,1.894,1.831,2.02,5.618,3.535,2.272,1.515,1.515,39.893,0.843,0.571,17.9,55.48,36.4,19.77,20.01,0.108,0.217,"DM_CM",0.998
3956,"Paris Saint-Germain","David Luiz Moreira Marinho","Left Center Back",0.983,2160.6,78.519,71.771,16.579,0.208,0.042,64.648,0.583,0.042,0.047,0.583,0.292,7.956,4.207,1.458,3.249,1.916,2.291,1.458,0.958,0.125,0.666,69.98,0.914,0.5,22.5,41.75,28.02,17.91,13.54,0.028,0.477,"CB",0.988
3957,"Chelsea","César Azpilicueta Tanco","Left Back",0.67,3360.8,58.861,47.721,8.516,0.455,0.107,34.84,0.295,0.054,0.041,0.696,0.214,16.898,3.401,1.5,3.294,2.731,4.954,3.508,1.285,0.321,0.643,42.097,0.811,0.308,18.9,58.59,28.91,27.83,28.57,0.239,0.263,"FB",0.978
3958,"Chelsea","Pedro Eliezer Rodríguez Ledesma","Left Wing",0.623,2112.6,44.689,35.573,6.049,1.661,0.085,47.118,2.514,0.298,0.255,4.218,2.514,16.274,7.413,0.596,0.256,2.428,3.28,1.747,1.108,1.789,2.087,52.912,0.796,0.596,17.32,71.89,33.84,25.45,24.63,0.409,0.123,"AM_W",0.982
3960,"Southampton","José Miguel da Rocha Fonte","Right Center Back",0.781,3327.3,44.415,37.193,12.172,0.135,0,30.728,0.649,0.054,0.074,0.108,0.108,7.412,3.462,1.569,6.194,1.812,3.192,1.38,0.649,0.243,0.189,33,0.837,1,24.12,41.68,51.31,21.5,15.92,0.053,0.516,"CB",1
3961,"Leicester City","N'Golo Kanté","Left Defensive Midfield",0.333,3179.8,41.776,34.021,5.01,0.679,0.085,32.521,0.594,0.028,0.022,1.783,1.359,25.643,8.491,3.113,2.179,3.227,6.963,4.642,1.528,1.415,1.245,29.973,0.814,0.762,17.48,57.52,37.8,23.95,21.87,0.19,0.25,"DM_CM",0.968
3962,"West Ham United","Diafra Sakho","Center Forward",0.633,1571.8,20.614,12.998,2.176,0.687,0.057,22.217,2.634,0.286,0.421,2.863,1.26,14.601,4.409,0.344,1.202,1.374,9.162,0.859,1.145,3.55,4.123,50.446,0.631,0.44,15.33,79.87,45.16,24.26,21.79,0.508,0.058,"FW",0.781
3963,"West Ham United","Victor Moses","Right Wing",0.424,1025.6,26.853,20.271,2.633,1.229,0.176,32.82,1.843,0.088,0.161,4.124,2.018,11.759,5.002,0.527,0.176,1.667,3.949,1.492,1.667,2.896,2.633,42.035,0.755,0.489,16.56,78.02,44.4,24.88,27.33,0.509,0.089,"AM_W",0.928
3964,"Fiorentina","Marcos Alonso Mendoza","Left Wing Back",0.515,2456.2,62.438,50.31,9.38,1.356,0.147,48.514,2.052,0.11,0.109,2.089,1.173,16.819,6.119,1.136,2.308,3.225,3.518,1.905,1.392,1.502,1.466,57.492,0.806,0.561,19.66,65.26,12.25,28.65,12.96,0.34,0.208,"FB",0.92
3967,"West Bromwich Albion","Claudio Ariel Yacob","Left Defensive Midfield",0.345,2954.8,34.053,26.5,6.366,0.244,0.03,23.119,0.274,0,0.007,0.548,0.305,23.454,6.183,1.828,2.802,2.711,4.782,3.503,2.102,0.67,0.305,20.986,0.778,0.556,21.02,51.33,37.77,20.42,17.23,0.087,0.303,"DM_CM",1
3970,"Southampton","Fraser Forster","Goalkeeper",1,1701.8,25.756,13.539,21.895,0,0,10.101,0,0,0,0.053,0.053,0.053,2.856,0,0,0,0,0,0,0,0,10.366,0.526,1,57.68,8.32,40.89,6.2,8.38,0,0.999,"GK",1
3973,"Swansea City","Àngel Rangel Zaragoza","Right Back",0.99,1899.7,75.045,60.074,12.318,0.616,0,45.719,0.663,0,0.032,1.042,0.663,10.233,4.453,1.706,4.311,2.369,3.838,1.942,0.853,0.663,0.569,53.867,0.801,0.636,20.12,57.33,68.99,25.29,10.09,0.189,0.251,"FB",0.99
3980,"Stade de Reims","Johny Placide","Goalkeeper",1,1688.5,29.049,15.99,21.907,0.053,0,12.153,0,0,0,0,0,0.053,5.49,0,0,0,0,0,0,0,0,9.488,0.55,0,49.92,11.11,41.18,10.32,9.37,0.007,0.985,"GK",1
3990,"Real Madrid","Jesé Rodríguez Ruiz","Left Wing",0.346,887.2,40.476,31.144,3.652,2.029,0.609,41.288,2.13,0.507,0.323,3.348,2.029,12.275,4.768,1.014,0.304,1.116,3.043,1.826,1.42,1.522,2.638,49.606,0.769,0.606,15.62,80.65,35.35,24.61,26.27,0.563,0.078,"AM_W",0.703
3991,"Watford","Allan Romeo Nyom","Right Back",1,2575.2,42.917,28.064,9.751,0.245,0.035,27.435,0.245,0,0.012,1.258,0.769,11.953,4.718,1.083,3.215,2.202,4.264,3.32,1.328,0.839,0.454,27.051,0.654,0.611,21.57,55.81,68.46,30.58,10.42,0.237,0.334,"FB",1
40118,"Watford","Ikechi Anya","Left Back",0.441,1786.4,43.63,31.237,5.844,0.756,0.05,30.33,0.504,0,0.037,1.411,0.856,10.127,5.038,0.856,2.066,2.318,2.217,0.806,0.151,1.008,1.562,37.988,0.716,0.607,17.92,67.87,35.39,29.74,29.07,0.388,0.209,"FB",0.572
40119,"Bologna","Juan Camilo Zúñiga Mosquera","Right Midfield",0.384,478.7,29.139,23.124,3.384,0.376,0.188,26.507,1.504,0,0.031,1.692,0.752,11.656,3.948,1.128,0.376,0.564,2.068,0.94,0.376,2.632,1.316,36.659,0.794,0.444,17.8,69.29,47.85,27.67,28.01,0.392,0.173,"AM_W",0.68
401194,"Bastia","François Modesto","Left Center Back",0.769,2432.4,37.149,27.751,13.209,0.222,0,23.976,0.296,0,0.016,0.185,0.074,12.062,3.367,1.517,5.55,1.998,3.922,1.665,1.147,0.074,0.185,25.494,0.747,0.4,26.78,38.69,30.47,20.3,17.98,0.039,0.577,"CB",0.931
40121,"Stoke City","Philipp Wollscheid","Left Center Back",0.863,2806.6,38.448,32.355,9.652,0.128,0,26.102,0.096,0,0.004,0.289,0.257,11.32,3.527,2.116,6.349,1.7,4.553,2.565,0.673,0.128,0.192,27.257,0.842,0.889,24.14,37.2,30.09,18.44,16.01,0.022,0.595,"CB",0.995
40122,"Chelsea","Oscar dos Santos Emboaba Júnior","Center Attacking Midfield",0.627,1847.1,53.404,42.976,8.04,1.316,0.146,47.995,2.485,0.146,0.249,3.606,1.9,19.344,5.019,0.731,0.975,1.657,4.726,3.07,1.072,2.193,1.9,61.248,0.805,0.527,18.4,70.98,33.21,23.33,21.29,0.365,0.093,"AM_W",0.897
40123,"Leicester City","Robert Huth","Left Center Back",0.785,3313.3,21.568,16.624,4.699,0.027,0,10.594,0.815,0.081,0.071,0.109,0.109,6.845,2.255,1.25,8.475,1.738,3.341,1.005,0.978,0.081,0.217,11.626,0.771,1,22.26,41,35.1,23.96,15.98,0.062,0.51,"CB",1
40124,"West Bromwich Albion","Rickie Lambert","Right Center Forward",0.402,698.2,35.707,24.492,4.383,1.031,0.129,25.394,1.805,0.129,0.216,0.645,0.387,11.473,2.965,0.129,0.645,0.387,8.379,0.129,0.902,1.676,3.223,55.945,0.686,0.6,16.83,77.63,43.81,21.03,21.18,0.467,0.043,"FW",0.835
40127,"Tottenham Hotspur","Ryan Mason","Left Defensive Midfield",0.47,862.6,56.655,47.265,10.538,1.252,0,46.848,1.982,0.104,0.286,1.565,0.939,17.529,4.8,0.417,0.939,2.4,3.965,2.817,0.939,0.835,0.835,54.047,0.834,0.6,20.42,61.84,33.97,21.91,20.36,0.182,0.14,"DM_CM",0.765
401453,"Stade de Reims","David N'Gog","Center Forward",0.817,881.9,24.698,16.125,2.551,0.816,0,24.29,2.245,0.306,0.348,1.939,0.919,17.758,2.756,0.204,0.51,1.225,8.573,1.327,2.449,3.47,3.776,61.337,0.653,0.474,15.16,79.62,41.26,19.58,22.17,0.491,0.024,"FW",0.967
401454,"Stade de Reims","Kossi Agassa","Goalkeeper",1,938.8,32.21,20.898,23.007,0,0,12.271,0,0,0,0,0,0.288,4.793,0,0.096,0,0,0,0,0,0,9.395,0.649,0,47.49,10.27,42.14,7.54,8.3,0.001,0.979,"GK",1
401455,"Stade de Reims","Mohamed Fofana","Left Center Back",0.937,1019.1,33.381,28.524,7.065,0,0.088,23.579,0.265,0,0.043,0.265,0.088,9.449,3.267,1.943,5.828,1.59,3.091,1.148,0.706,0.088,0.177,24.462,0.854,0.333,22.04,41.43,29.18,19.28,15.7,0.029,0.495,"CB",1
401468,"Saint-Étienne","Moustapha Bayal Sall","Right Center Back",0.875,2356.1,46.106,37.091,14.936,0.115,0,32.087,0.535,0.115,0.068,0.306,0.191,8.136,5.883,0.688,6.608,1.643,3.209,2.177,1.49,0.115,0.191,33.386,0.804,0.625,26.15,41.15,50.94,19.71,14.6,0.031,0.5,"CB",1
401470,"Troyes","Fabien Camus","Left Wing",0.232,2379.1,44.413,31.323,9.344,1.513,0.038,39.154,2.459,0.189,0.17,1.929,0.946,18.764,4.842,0.87,0.227,1.173,3.178,1.513,1.059,1.929,2.724,55.194,0.705,0.49,19.94,69.69,37.34,25.74,25.85,0.356,0.136,"AM_W",0.796
401472,"Troyes","Carlos Eduardo de Castro Lourenço","Right Center Back",0.866,643.6,39.856,32.724,10.908,0.28,0,30.347,0.42,0,0.031,0.839,0.699,9.649,4.895,2.937,3.077,1.818,3.356,2.937,0.979,0,0,28.668,0.821,0.833,24.08,36.33,53.72,18.57,15.55,0.013,0.574,"CB",1
401477,"Nantes","Johan Audel","Left Wing",0.415,1362.7,34.873,23.447,5.218,0.727,0.198,30.183,2.114,0.132,0.185,1.783,0.594,18.031,4.161,0.264,0.859,1.651,5.548,2.18,1.783,1.849,3.104,52.573,0.672,0.333,17.54,73.47,30.04,26.01,23.04,0.446,0.12,"AM_W",0.813
401478,"Nantes","Rémi Gomis","Right Defensive Midfield",0.572,1241.3,49.666,42.996,6.743,0.29,0,38.21,0.363,0,0.039,0.218,0.073,18.779,5.003,1.16,1.523,0.943,3.77,2.61,1.885,0.87,0.508,40.821,0.866,0.333,18.19,54.32,43.57,19.19,19.1,0.091,0.224,"DM_CM",0.922
401479,"Troyes","Calvin Anele Ngcongca","Right Center Back",0.737,1763.5,35.673,29.651,8.115,0.255,0,23.731,0.204,0,0.017,0.102,0.102,8.012,2.297,1.531,5.155,1.429,2.45,1.021,0.408,0.153,0.357,25.568,0.831,1,22.17,40.12,57.62,22.5,13.62,0.07,0.574,"CB",0.737
